autoid,trajectory_id,connection_timestamp,connection_location,connection_location_wkt,antenna_id,cgi_hex,antenna_location,antenna_location_wkt
668,92,2020-01-13T10:41:39,0101000000CF3D981EA0AB0841586913E5D35C2541,POINT(202100.014938815 700009.947413723),UNS4353S,4250127C5AA0C,0101000020F70700007F454AE315EA0841AEC3532F26552541,POINT(204098.735981505 699027.092435946)
669,92,2020-01-13T11:00:44,0101000000EEB414F8045208411530179518E82441,POINT(199232.621133245 685068.291192534),UNS4198V,4250127C5A401,0101000020F70700004C3AB41AD5980841CA051F3BB01E2541,POINT(201498.63803907 692056.115471059)
670,92,2020-01-13T11:04:21,010100000023CB93E18233084176D398A439D22441,POINT(198256.360145175 682268.82147847),UNS3503S,4250127C588D8,0101000020F707000067B75E8A944F0841CA76A88FAED72441,POINT(199154.56756347 682967.280582153)
671,92,2020-01-13T11:12:26,0101000000999887D87E9407417CEF49FABBBC2441,POINT(193167.855727379 679517.988845333),UIN6427I,4250127C5FB16,0101000020F7070000EF27271760D6064189D8D4A81FF52441,POINT(187084.011305153 686735.829748885)
672,92,2020-01-13T11:17:26,0101000000327E54FE51410741BFF0BCFA92A42441,POINT(190506.249184595 676425.489722751),UWE3676V,4250127398F9D,0101000020F7070000F222D60A164A0741EF4FE6A26B8D2441,POINT(190786.755291245 673461.818163393)
673,92,2020-01-13T11:18:29,01010000003D1C2710E22E07415F8A61BB9D9F2441,POINT(189916.257887097 675790.86597855),UWE6548I,4250127D2FFD0,0101000020F7070000C3D153B7949B06417D2490BEEF782441,POINT(185202.589515342 670839.87219347)
674,92,2020-01-13T11:23:28,01010000001D92431401FB0641FBAA43410F852441,POINT(188256.134894506 672391.62746939),UTN0176T,42501279306E3,0101000020F7070000E22C04EF422B0641E40174D288A22441,POINT(181608.366707183 676164.411041316)
675,92,2020-01-13T11:30:43,0101000000A297AF99D4AE0641397AC2F3B35F2441,POINT(185818.575041947 667609.97609312),UWE0135V,4250127BB054B,0101000020F7070000744081E79D0F064121E5E11748322441,POINT(180723.738039497 661796.046645317)
676,92,2020-01-13T11:32:02,010100000027EF3738D9A70641100EE431A4572441,POINT(185595.152450436 666578.097443046),UWE3621K,4250127ED8D72,0101000020F7070000404FC329F6CB0641525C09CB9F1E2441,POINT(186750.770392055 659279.896555791)
677,92,2020-01-13T11:37:24,01010000007B8A7C14778406417D54895EF7362441,POINT(184462.885003168 662395.684641495),UWE3294S,42501274480AE,0101000020F7070000BCF19065562A06411E227FDA4BED2341,POINT(181578.799592866 652965.9267512)
678,92,2020-01-13T11:40:21,0101000000391EE528E0750641EC40245CBA242441,POINT(183996.019968258 660061.179964093),UWE3014V,4250127D175C1,0101000020F70700005091B8FD006406418A00E5DF6F452441,POINT(183424.123887191 664247.937294022)
951,102,2020-01-13T07:02:00,01010000002AF64E77A46A0A41CBE4F7E4BEB72641,POINT(216404.558256076 744415.447203779),UNN0546R,4250127A81555,0101000020F7070000ED4A532E6F630941FF6BEC4559BF2641,POINT(207981.897619806 745388.636569381)
952,102,2020-01-13T07:03:48,01010000005C5BF9768A3F0A411638BDF27DBF2641,POINT(215025.308092798 745406.974099877),UNN4171R,4250127AAA2EF,0101000020F7070000AC4F4B7B8CC909410EC904F3D6B42641,POINT(211249.560202238 744043.474645884)
953,102,2020-01-13T07:07:00,01010000002BCECF9B840B0A41E6A51E97CFB12641,POINT(213360.576079951 743655.795155701),UNC4108R,4250127A8A079,0101000020F70700003BDB5184B43109411A9F0568BCC42641,POINT(206390.564609254 746078.203167889)
954,102,2020-01-13T07:08:16,010100000040A1489A6BF6094119DD44BE28AA2641,POINT(212685.450333843 742676.371619138),UNE4597I,4250127A9B39A,0101000020F70700001BD5A7735DF20941DD6275C022792641,POINT(212555.681472459 736401.375895586)
955,102,2020-01-13T07:09:18,0101000000805A8BFDFDDD09419B398CC39FA52641,POINT(211903.748800952 742095.881929207),UNC4105R,4250127A8A05B,0101000020F70700008929C05B896B0941F27DD2665CEB2641,POINT(208241.169800114 751022.200824676)
956,102,2020-01-13T07:11:13,01010000002A69199BA8A90941EB313B38D2A02641,POINT(210229.075732061 741481.109826622),UNC4738I,4250127A8B91C,0101000020F70700008A77753BFE7509414DFC606F76DA2641,POINT(208575.779032644 748859.217536816)
957,102,2020-01-13T07:24:18,0101000000C1B03B225CA709410578382044572641,POINT(210155.516715413 732066.062930823),UNN4303W,4250127A7A81C,0101000020F707000052565832F66409417E187DCFB38D2641,POINT(208030.774582552 739033.905251279)
958,102,2020-01-13T07:24:51,01010000004C670ED608A60941ADBED6CF4F532641,POINT(210113.10451966 731559.905935248),UNC1817J,4250127A94703,0101000020F7070000FA47E77671A30941DC8E47F7645A2641,POINT(210030.183058321 732466.48296782)
959,102,2020-01-13T07:28:53,0101000000E7DC4BF41D7A094181F71923843C2641,POINT(208707.744285322 728642.068557486),UMN4599R,4250127A9B3A7,0101000020F7070000C9DCBE73CE2009410AFF308FDC672641,POINT(205849.806516385 734190.279670687)
960,102,2020-01-13T07:35:43,0101000000CB46F90B09FE08419DA64BBFBE172641,POINT(204737.130846551 723935.373624045),UNO4367W,4250127C6AA9C,0101000020F707000001F03D65817209418B4CC1B32A192641,POINT(208464.174434543 724117.351084129)
961,102,2020-01-13T07:43:45,01010000004A7E360D3CCD08413BD627B229E02541,POINT(203175.506451594 716820.847960181),UNC1715T,4250127C54301,0101000020F70700009232DBF463F507413F8F13C991EF2541,POINT(196268.494558711 718792.892727353)
962,102,2020-01-13T07:48:27,0101000000926FBEE2C8C008415216743614BE2541,POINT(202777.11071479 712458.106354425),UNS4203I,4250127C6A436,0101000020F70700009EDF3B190B360841D7E6F1CE87912541,POINT(198337.387321231 706755.904189314)
963,102,2020-01-13T07:55:28,01010000006E1202604BDC0841B0D96991B48C2541,POINT(203657.421878952 706138.284010699),UNS4440K,4250127C6AD70,0101000020F70700004E64B4F1CE3808416FF1DE36E99F2541,POINT(198425.868019851 708596.607169671)
964,102,2020-01-13T08:04:01,0101000000D3608A96C2A3084180B77D8055512541,POINT(201848.323506123 698538.750959143),UNS4488V,4250127C6AF55,0101000020F7070000E2EB4663BBD90841F866B61B9D952541,POINT(203575.423475116 707278.554125994)
965,102,2020-01-13T08:09:27,01010000003436BDC9CD8908418E4862D99C2A2541,POINT(201017.723505424 693582.424577968),UNS4493W,4250127C5AF88,0101000020F70700004D271C0DCDA708412B873C26DE6D2541,POINT(201977.631401355 702191.074680542)
966,102,2020-01-13T08:14:37,0101000000B68B5CA42A8808416A16B4EE3E052541,POINT(200965.330254642 688799.466217709),UNS3798J,4250127C59465,0101000020F707000010A47C07193A0841C076BCE84AFD2441,POINT(198467.128655702 687781.454562865)
967,102,2020-01-13T08:16:17,01010000005E6850CA916E084182052311C5FA2441,POINT(200146.223786178 687458.533470318),UNS3160K,4250127C57B70,0101000020F707000011B4704FDA6D0741E5722A3995E72441,POINT(191931.288789183 685002.611651984)
968,102,2020-01-13T08:17:04,01010000008A268F8474650841E582AF7E5FF52441,POINT(199854.564726163 686767.747432795),UNS3043I,4250127C576E6,0101000020F7070000C5F4FBBB792D07411CD0455912F12441,POINT(189871.216789162 686217.174360755)
969,102,2020-01-13T08:17:54,0101000000AD347F05015D084108CAB4DB92EF2441,POINT(199584.127684032 686025.429113687),UNS0828V,4250127C5205D,0101000020F7070000A3B91565EE980741043612E95F0C2541,POINT(193309.799357844 689711.955217064)
970,102,2020-01-13T08:21:41,0101000000FB49295A5D380841D12D76593FD52441,POINT(198411.669024065 682655.674729759),UEA2277W,42501275758F8,0101000020F7070000847477E51C740841DCE002E63CB22441,POINT(200323.612044249 678174.44924071)
971,102,2020-01-13T08:30:45,01010000006F9E7D3868EB074192F4D8AD4E982441,POINT(195949.027583349 674855.339545863),UWE0273J,4250127570AB3,0101000020F70700009C22676D7CBE0841986EC08C85972441,POINT(202703.553419371 674754.77490564)
972,102,2020-01-13T08:35:39,01010000009FA07ADF0BB90741A44AC7348E772441,POINT(194337.484120612 670663.103082974),UWE6258V,4250127EEF479,0101000020F707000096B1C1F94DEF0741AEF429CF777B2441,POINT(196073.746951473 671163.904616972)
973,102,2020-01-13T08:41:27,0101000000EB0AFAEE3082074138E172BF685F2441,POINT(192582.116687856 667572.373923338),UWE3636K,4250127398E08,0101000020F7070000A6D3631EBB860741C8230B4564A12441,POINT(192727.389838842 676018.134850615)
974,102,2020-01-13T08:41:38,0101000000860744A9467D0741C0B91FB6BB5E2441,POINT(192424.832649287 667485.855710797),UTN0096K,4250127EE03C0,0101000020F7070000BC45584CA3B80741BCC91CEAB76F2441,POINT(194324.412277741 669659.957250885)
1639,131,2020-01-13T09:02:00,01010000002AF64E77A46A0A41CBE4F7E4BEB72641,POINT(216404.558256076 744415.447203779),UNC4002R,4250127A89C55,0101000020F7070000D3FE53B84360094120CBA4B501CA2641,POINT(207880.465003959 746752.854772899)
1640,131,2020-01-13T09:05:57,0101000000E79E36F16A180A411A087BFDB9BB2641,POINT(213773.367779962 744924.995079282),UNC4242J,4250127A8A5BD,0101000020F7070000B21E4B37D282094187C209FBA0CF2641,POINT(208986.276998749 747472.490308837)
1641,131,2020-01-13T09:06:53,0101000000F7C5759DB3100A415CF75484B8B52641,POINT(213526.451884791 744156.258460741),UNC4390T,4250127A7AB7F,0101000020F70700004275D3A342DB08417F7947A40BB42641,POINT(203624.329993168 743941.820857808)
1642,131,2020-01-13T09:09:50,0101000000E88634C360E209412F7D3B0A61A62641,POINT(212044.095315031 742192.519985115),UNC0572X,4250127A8165F,0101000020F7070000288C6D8CC14E0941A25C198952D42641,POINT(207320.19356832 748073.267771621)
1643,131,2020-01-13T09:17:45,01010000009B1CEDF1925D094181A9485F928D2641,POINT(207794.368128036 739017.186101243),UNE1823J,4250127A9473F,0101000020F7070000841238A973020A41AB203D2B156F2641,POINT(213070.457626481 735114.584450742)
1644,131,2020-01-13T09:22:58,010100000015E7E2360897094174F0E96CEC6E2641,POINT(209633.02679997 735094.212722315),UNC4066R,4250127A99ED5,0101000020F7070000EB181245FF8C0941AA0D3E6108302641,POINT(209311.908725924 727044.189926555)
1645,131,2020-01-13T09:26:05,0101000000E9356EB809A609417E44E1276C5A2641,POINT(210113.21505396 732470.07789053),UNE4924Y,42501274DE18C,0101000020F7070000AEACCF8DA6D30A41F1C8358724662641,POINT(219764.819243764 733970.264082221)
1646,131,2020-01-13T09:33:35,01010000009BF58FEDA052094157013DE1FD332641,POINT(207444.115997237 727550.939918558),UNC4484I,4250127C6AF30,0101000020F707000067B1DF8FD7650841FF932935DC652641,POINT(199866.945250879 733934.103832841)
1647,131,2020-01-13T09:38:28,010100000066E5FC8C3B0609410DADA4788F1B2641,POINT(204999.443841736 724423.735631378),UNC1815J,4250127A946EF,0101000020F707000006CDBDF2CD3309414ECC460A71262641,POINT(206457.743526079 725816.520071396)
1648,131,2020-01-13T09:42:06,01010000008C17155587FD084147CC849285042641,POINT(204720.916544136 721474.786169418),UNC4305K,4250127A9A82A,0101000020F7070000F233E02938D70941D1ECBA221B3B2641,POINT(211687.020447164 728461.567832375)
1649,131,2020-01-13T09:47:33,0101000000F882D2783CCD08411F4A1CE1EBE22541,POINT(203175.558995269 717173.939668957),UNS1880V,4250127C64975,0101000020F7070000A5524AE64DB208416D23530349B82541,POINT(202313.737446447 711716.506493671)
1650,131,2020-01-13T09:50:44,010100000001420A1B60C00841A1B145B71ACE2541,POINT(202764.013203159 714509.357953597),UNS0483S,4250127C612E0,0101000020F707000071802FA849300941A29AA05406B72541,POINT(206345.207121852 711555.165287812)
1651,131,2020-01-13T09:52:01,0101000000FD0F13E102C108414A0ABA8486C52541,POINT(202784.35989964 713411.259231874),UNS4059V,4250127C69E93,0101000020F7070000D1D9447E5A640841DD02D02561A82541,POINT(199819.31165476 709680.573852624)
1652,131,2020-01-13T09:52:26,01010000005AA9A2374CC108413A6566EFB0C22541,POINT(202793.527165721 713048.46757809),UNS4238J,4250127C6A595,0101000020F70700002C7BA49BBCE90741DE2469B27BD92541,POINT(195895.575997317 715965.848458435)
1653,131,2020-01-13T09:54:31,0101000000207A0BC924BF08415D5A7223CCB42541,POINT(202724.598166422 711270.069231819),UNS4488T,4250127C6AF53,0101000020F7070000E2EB4663BBD90841F866B61B9D952541,POINT(203575.423475116 707278.554125994)
1654,131,2020-01-13T09:56:50,01010000007305FA01F1DB0841417D9B8B55A72541,POINT(203646.125965159 709546.772670664),UNE4280W,4250127C6A736,0101000020F7070000DBD3F7B3D5B3094155EA73BC0EB02541,POINT(210554.712875037 710663.368071864)
1655,131,2020-01-13T09:57:06,01010000004E9A2232DBDD08412073BE5EA4A52541,POINT(203707.399480062 709330.185046766),UNS4415J,4250127C6AC7F,0101000020F7070000A7230DE85C95084182F9DC2708A22541,POINT(201387.613306311 708868.077857778)
1656,131,2020-01-13T09:58:10,010100000052CA990134DA0841B6FE635D8A9E2541,POINT(203590.500781613 708421.182403526),UNS4283T,4250127C6A751,0101000020F70700007EEA785667A508410E8B85E663912541,POINT(201900.917222816 706737.950237604)
1657,131,2020-01-13T10:05:42,0101000000FC5D6D0B98AF0841669308F7B16F2541,POINT(202227.005579695 702424.982487303),UNS6500K,4250127C6FDE8,0101000020F7070000C0C5AA1B020408418BE037B5B0A82541,POINT(196736.263509316 709720.353941934)
1658,131,2020-01-13T10:09:08,01010000006D44495721AB0841B06E5CB8BC582541,POINT(202084.167620215 699486.360080203),UNS0562J,4250127C615FD,0101000020F707000063F8417C86E507419AA156569F902541,POINT(195760.810672703 706639.668629694)
1659,131,2020-01-13T10:09:35,01010000000EE96964A5A908413D2529A5B5552541,POINT(202036.674030133 699098.82257954),UNS4198W,4250127C5A402,0101000020F70700004C3AB41AD5980841CA051F3BB01E2541,POINT(201498.63803907 692056.115471059)
1660,131,2020-01-13T10:13:03,0101000000EEDE7A868E9E084149266DF9203F2541,POINT(201681.815664045 696208.48716087),UNS1844V,4250127C5480D,0101000020F707000073BAF75816BA0841D9E4CE561E4B2541,POINT(202562.793441254 697743.169547225)
1661,131,2020-01-13T10:15:58,0101000000F616F5AE4D8808413624904D902C2541,POINT(200969.710428409 693832.151490337),UNS4949T,4250127C5C155,0101000020F70700005D514C6443A20741028A46CEFE592541,POINT(193608.42397369 699647.402881921)
1662,131,2020-01-13T10:16:52,010100000047A433F1BC8D0841961088A393262541,POINT(201143.61777428 693065.819397467),UNS0934T,4250127C5247F,0101000020F7070000DCC520BD8D54084161014AAB27422541,POINT(199313.717347666 696595.834548991)
1663,131,2020-01-13T10:17:19,0101000000DE0652E99790084171104CEEA2232541,POINT(201234.988925985 692689.465424074),UNS6533I,4250127C5FF3A,0101000020F70700008028169E78940741E140F50A4A242541,POINT(193167.077190701 692773.021402385)
1664,131,2020-01-13T10:19:33,0101000000DBBF6B959394084112422B2ED4142541,POINT(201362.447959422 690794.090173783),UNS3528T,4250127C589D3,0101000020F70700003AE6240DDBE708418D8406DCD3D82441,POINT(204027.381418036 683113.929737227)
1665,131,2020-01-13T10:19:44,0101000000BB2CEEEB3A9408418E28064E94132541,POINT(201351.365200376 690634.152390735),UNS3213R,4250127C57D83,0101000020F7070000411483FCFEC60741F9384FB461DF2441,POINT(194783.873296889 683952.85216692)
1666,131,2020-01-13T10:21:11,0101000000A74C713A538F0841BE6BD510EE092541,POINT(201194.403536414 689399.032878272),UNS3154W,4250127C57B3A,0101000020F707000084C4F11C3E3308418B73A0173FF32441,POINT(198247.76413301 686495.546146022)
1667,131,2020-01-13T10:27:03,01010000008B2ECDEB3E4F0841BD4221D735E62441,POINT(199143.865137447 684826.920175634),UNS3378T,4250127C583F7,0101000020F707000038C72B4EC5850741F51B3B9DFED12441,POINT(192696.663169438 682239.307091592)
1668,131,2020-01-13T10:41:22,0101000000D57BE82E5B5907419704037416AB2441,POINT(191275.397904365 677259.226585525),UWE6552J,4250127EEFFF9,0101000020F70700002DD1EEB58C0B084159574F4B6F742441,POINT(196977.588834414 670263.6470897)
1669,131,2020-01-13T10:44:02,01010000005D5F356C353507411211EA4BB19D2441,POINT(190118.677836175 675544.648270162),UWE3741R,4250127399223,0101000020F7070000BC533BB956A806417931863A00AB2441,POINT(185610.840445189 677248.114305063)
1670,131,2020-01-13T10:44:52,0101000000A22DDAB089360741697638C525982441,POINT(190161.211353642 674834.8851964),UWI6194I,4250127D0F1FC,0101000020F7070000129D73F8A4D5064158F3D278975F2441,POINT(187060.621314265 667595.735984425)
1671,131,2020-01-13T10:48:02,0101000000AF02FB2E4C3807417C00E802EE822441,POINT(190217.522939702 672119.005676284),UTN0083S,4250127390340,0101000020F707000036183BCD0E35074128FE6CA4809E2441,POINT(190113.85021037 675648.321144049)
1672,132,2020-01-13T08:06:00,01010000002AF64E77A46A0A41CBE4F7E4BEB72641,POINT(216404.558256076 744415.447203779),UNC0572T,4250127A8165B,0101000020F7070000288C6D8CC14E0941A25C198952D42641,POINT(207320.19356832 748073.267771621)
1673,132,2020-01-13T08:13:13,01010000008E036D8E5F100A4108C3E32C73B52641,POINT(213515.944543865 744121.587675185),UNN0475X,4250127A91295,0101000020F70700009AC4DAC6BC050A414C62228FDC872641,POINT(213175.597096954 738286.279559204)
1674,132,2020-01-13T08:14:14,0101000000B4C84BDA470A0A4119C4CD9F15B12641,POINT(213320.981589859 743562.812116745),UNC0427R,4250127A710AF,0101000020F70700009B10D90EA41309415FD7CB16519F2641,POINT(205428.507249956 741288.544523936)
1675,132,2020-01-13T08:17:39,010100000016C90D51B1DF0941ED5A2EA7EAA52641,POINT(211958.164577075 742133.326525537),UNE1819K,42501274D470E,0101000020F70700006393F9A795E20A41C352B50611872641,POINT(220242.707018997 738184.513102137)
1676,132,2020-01-13T08:20:42,0101000000ECD3A87A6FAC09419319953DDBA02641,POINT(210317.934892326 741485.620278167),UNN4870V,4250127AABE41,0101000020F70700006CC3D7045AA2094118DAECE162BC2641,POINT(209995.252364661 745009.441260162)
1677,132,2020-01-13T08:23:54,01010000001429E1067277094123EE9366EB9B2641,POINT(208622.253359147 740853.700347368),UNN4455X,4250127AAAE0D,0101000020F7070000B7817CBC579D0941170E8182E5B32641,POINT(209834.967034353 743922.754890862)
1678,132,2020-01-13T08:24:21,01010000003D040CF9C17009410EBFA504B69A2641,POINT(208408.246604951 740699.009077044),UNC4268J,4250127A7A6C1,0101000020F7070000877F8E1F2E750841394912E701BF2641,POINT(200357.765408512 745344.951311386)
1679,132,2020-01-13T08:26:34,01010000006C6F0B58444C0941475E9E0B38962641,POINT(207240.542990561 740124.022692629),UNC0541J,4250127A7152B,0101000020F7070000D38E0EDEF0AD084188AC91BBDCBB2641,POINT(202174.108426205 744942.366345779)
1680,132,2020-01-13T08:34:23,010100000073C66F3B968D09419321AB8D44792641,POINT(209330.779021788 736418.276696252),UNC4484R,4250127C6AF29,0101000020F707000067B1DF8FD7650841FF932935DC652641,POINT(199866.945250879 733934.103832841)
1681,132,2020-01-13T08:50:39,01010000009E9F475CFC6509412E118E1142392641,POINT(208063.545058486 728225.034287011),UNE4409R,42501274DAC3B,0101000020F7070000282B4BFA5F850A4166B2092EDD3B2641,POINT(217259.997213685 728558.589917731)
1682,132,2020-01-13T09:05:40,010100000050E8E358BBFA0841AD01AAD138002641,POINT(204631.418403449 720924.409500172),UIN4992V,4250127A9C305,0101000020F7070000C0B35668A292094176638B327E402641,POINT(209492.300946621 729151.0987197)
1683,132,2020-01-13T09:16:13,0101000000448B5AE045C00841D8BF414F41D32541,POINT(202760.734547699 715168.654798503),UNS4291W,4250127C6A7A4,0101000020F7070000B2090D7B82D308411C505764F6E82541,POINT(203376.310083462 717947.195978645)
1684,132,2020-01-13T09:47:05,01010000004514813C7D9C0841FC333284634C2541,POINT(201615.654543074 697905.758195519),UNS4488K,4250127C6AF50,0101000020F7070000E2EB4663BBD90841F866B61B9D952541,POINT(203575.423475116 707278.554125994)
1685,132,2020-01-13T09:50:36,0101000000A1F13084679C08414E83075E633C2541,POINT(201612.939546478 695857.683651069),UNS6533V,4250127C5FF37,0101000020F70700008028169E78940741E140F50A4A242541,POINT(193167.077190701 692773.021402385)
1686,132,2020-01-13T09:58:09,01010000008B6C0D9FA39508414B7BC2CC121B2541,POINT(201396.452662323 691593.399921277),UNS3222T,4250127C57DDF,0101000020F707000053EB8333008A084146A21C7FB1362541,POINT(201024.02515396 695128.748265334)
1687,132,2020-01-13T10:05:07,01010000001AA84ABB75730841BA31FB430DFD2441,POINT(200302.71645099 687750.632775835),UNS3158X,4250127C57B63,0101000020F7070000A2AE3D7CE8E707410A28C4EBB8162541,POINT(195837.060664524 691036.46048093)
1688,132,2020-01-13T10:05:11,01010000005E468650EA7208412E9D839DD0FC2441,POINT(200285.289318609 687720.30764476),UNS3604J,4250127C58CD1,0101000020F7070000057ADAF962C207416836CE0CCECB2441,POINT(194636.371998742 681447.025010777)
1689,132,2020-01-13T10:13:32,0101000000CDF7A249323E08412FEA90F0DCD82441,POINT(198598.285955368 683118.469855612),UWI0347V,4250127390D93,0101000020F70700004ACA03A65E9A07414089E467E5962441,POINT(193355.831061917 674674.702915467)
1690,132,2020-01-13T10:25:28,010100000088B428C0E89E0741AEEB912C1CC02441,POINT(193501.093827639 679950.087050786),UWE3115R,42501273979AF,0101000020F7070000EE679C5F9E3B07416BEEF22D2BA52441,POINT(190323.796685039 676501.589744044)
1691,132,2020-01-13T10:26:26,0101000000EE366DEB2B94074194AC0CC2A2BC2441,POINT(193157.489954404 679505.379002946),UWE3252V,4250127397F0D,0101000020F70700007058D0F09B0E07415035E9BA027B2441,POINT(188883.492584887 671105.365060488)
1692,132,2020-01-13T10:32:34,0101000000880A3820AD4B0741B7D189AA3DA72441,POINT(190837.64073189 676766.833082727),UWE3676R,4250127398F99,0101000020F7070000F222D60A164A0741EF4FE6A26B8D2441,POINT(190786.755291245 673461.818163393)
1693,132,2020-01-13T10:39:50,0101000000B9A50DDBDEF70641216BC4FB0B8E2441,POINT(188155.856959624 673541.991732929),UWE3675V,4250127D18F93,0101000020F7070000F9A900ACEA600641F9F3EC949D502441,POINT(183325.333985641 665678.790870308)
1694,132,2020-01-13T10:48:12,010100000026A0660145BD0641E7AB0AE2A8702441,POINT(186280.625684024 669780.441487667),UWI0276S,4250127BB0ACA,0101000020F7070000A9EA39EA451A0641A2A5A81AEE472441,POINT(181064.73936828 664567.052067925)
1695,132,2020-01-13T10:56:21,010100000070CE88527F610641A1F83106255C2441,POINT(183343.9153 667154.5121),UWI6390R,4250127CFF99D,0101000020F70700005204DD6D1D0406419865214CA87F2441,POINT(180355.678644212 671700.148692298)
1696,133,2020-01-13T09:18:00,01010000002AF64E77A46A0A41CBE4F7E4BEB72641,POINT(216404.558256076 744415.447203779),UNC0525X,4250127A81489,0101000020F7070000CB3B2739BB420941A602971EDECE2641,POINT(206935.402906863 747375.059745868)
1697,133,2020-01-13T09:21:44,010100000029217E78C5190A41647719BB9FBC2641,POINT(213816.683834323 745039.865428668),UIN0482V,4250127A812D9,0101000020F70700000D525ADC470C0941D6544C403FCB2641,POINT(205192.982594148 746911.625582362)
1698,133,2020-01-13T09:27:01,0101000000084FF0C640C309413F64D1E0E9A12641,POINT(211048.09713804 741620.939097531),UNN4004X,4250127AA9C6F,0101000020F707000015FD4D3C50290A41716007AEECC82641,POINT(214314.029445626 746614.33990003)
1699,133,2020-01-13T09:31:16,010100000078FE70583A590941DC0146C4C9972641,POINT(207655.293184269 740324.883346613),UNC4941R,4250127A7C103,0101000020F7070000EAD812BD40340941F31108E745B42641,POINT(206472.092321105 743970.951233445)
1700,133,2020-01-13T09:31:51,010100000003E1593E084B09416EA66D39FD952641,POINT(207201.030444868 740094.612164689),UNE4436L,4250127A9DFB9,0101000020F7070000DE80C5C5E3DF0941212D4675D0722641,POINT(211964.471568114 735592.229051028)
1701,133,2020-01-13T09:39:25,010100000027CB4B21149B0941216D536977692641,POINT(209762.516257846 734395.705714617),UNC0427T,4250127A710B1,0101000020F70700009B10D90EA41309415FD7CB16519F2641,POINT(205428.507249956 741288.544523936)
1702,133,2020-01-13T09:40:08,01010000009BE8B692109E0941CB0BE82E8C642641,POINT(209858.071637933 733766.091614121),UIN0767R,4250127A91DF7,0101000020F7070000708FE1C3A5AD0941EFFCEC1DD64B2641,POINT(210356.720645066 730603.0584487)
1703,133,2020-01-13T09:46:19,0101000000B2E370D24A8C0941B813C994E73E2641,POINT(209289.352754382 728947.790596596),UNE0882K,4250127A92274,0101000020F707000048B0F0AA7C600A4134866DE75F632641,POINT(216079.58346689 733615.952007479)
